años;fnlwgt(identificador);educacion;education-num;estado-civil;parentezco;raza;sexo;plusvalia;perdidad de capital;horas por semana;salario
58;175873;6;10;2;1;1;1;0;0;40;40000
34;57426;1;13;4;2;1;1;0;0;45;50000
36;312206;2;9;2;1;1;1;0;0;40;50000
19;344858;2;9;4;4;1;1;0;0;20;50000
26;177035;3;7;1;5;1;2;0;0;40;50000
60;88055;13;6;2;1;1;1;0;0;40;50000
35;111095;2;9;2;1;1;1;0;0;50;50000
39;192251;13;6;1;2;1;2;0;0;60;50000
27;29807;2;9;5;5;1;2;0;0;40;50000
26;211596;4;14;4;2;1;1;0;0;40;50000
17;268276;16;8;4;4;1;1;0;0;12;50000
59;181070;2;9;2;1;1;1;0;0;40;40000
53;20676;2;9;2;1;4;1;0;0;48;50000
35;115803;3;7;1;2;1;1;0;0;40;50000
34;124827;6;10;2;1;1;1;0;0;40;40000
36;95336;2;9;2;1;1;1;0;0;45;40000
36;257942;2;9;2;1;1;1;0;0;40;50000
21;72593;2;9;4;4;1;1;0;0;40;50000
29;147340;6;10;4;4;1;2;0;0;40;50000
35;185325;1;13;2;1;1;1;0;0;50;40000
59;357943;1;13;2;1;1;1;0;0;40;40000
22;215395;6;10;4;2;1;1;0;1602;10;50000
50;30682;4;14;2;1;1;1;0;0;50;50000
24;29591;1;13;4;2;5;2;0;0;40;50000
36;215392;1;13;1;2;1;2;0;0;40;50000
31;110554;2;9;2;3;1;2;4386;0;40;40000
42;133584;6;10;2;1;1;1;0;0;40;50000
38;210438;9;4;1;5;1;2;0;0;40;50000
52;256916;2;9;2;1;1;1;0;0;40;50000
46;73541;13;6;1;2;1;1;0;0;40;50000
23;109952;6;10;2;1;1;1;0;0;60;50000
54;197975;12;3;2;1;1;1;0;0;51;50000
27;401723;2;9;4;2;2;2;0;0;40;50000
42;179524;1;13;5;2;1;2;0;0;50;50000
33;296282;2;9;2;1;1;1;0;0;40;50000
19;145844;7;12;4;2;1;2;0;0;50;50000
59;191965;3;7;2;3;1;2;3908;0;28;50000
54;96792;2;9;6;5;1;2;0;0;32;50000
48;185041;9;4;2;1;1;1;0;1672;55;50000
19;233779;6;10;4;4;1;1;0;0;60;50000
45;347834;2;9;1;2;1;2;0;0;40;50000
36;215373;1;13;4;2;1;1;0;0;70;50000
35;169426;7;12;2;1;1;1;0;0;40;50000
47;202856;6;10;1;2;1;2;0;0;36;50000
33;50276;1;13;4;2;1;1;0;0;40;50000
48;187454;1;13;2;1;1;1;0;0;40;50000
42;126098;2;9;5;5;2;2;0;0;40;50000
19;250639;6;10;4;4;1;1;0;0;24;50000
64;195366;1;13;2;1;1;1;0;0;40;50000
51;186845;1;13;2;1;1;1;0;0;8;50000
20;119156;2;9;4;6;1;1;0;0;20;50000
28;162343;2;9;4;2;1;1;0;0;40;50000
52;108435;4;14;2;1;1;1;0;1902;50;40000
29;394927;6;10;4;2;1;1;0;0;45;50000
51;172281;1;13;5;2;1;1;0;0;40;50000
36;370767;2;9;2;1;1;1;0;2377;60;50000
43;352005;1;13;2;1;1;1;15024;0;45;40000
52;165681;6;10;2;1;1;1;0;0;40;50000
50;258819;2;9;1;2;1;1;0;0;40;40000
25;130793;6;10;1;2;1;1;0;0;30;50000
36;118909;7;12;4;5;2;2;0;0;40;50000
44;202466;6;10;2;3;1;2;0;0;60;50000
47;161558;13;6;3;2;2;1;0;0;45;50000
32;188246;2;9;1;4;1;1;0;0;40;50000
37;160120;4;14;4;5;3;1;0;0;40;50000
40;144594;2;9;2;1;1;1;2829;0;40;50000
34;123429;2;9;2;1;1;1;0;0;60;50000
35;340110;6;10;2;1;1;1;0;0;50;40000
26;523067;6;10;4;4;1;1;0;0;3;50000
49;113513;1;13;2;1;1;1;0;0;50;50000
63;186809;1;13;2;1;1;1;0;0;30;40000
46;320421;1;13;3;2;1;1;0;0;25;50000
31;295589;6;10;4;4;2;1;0;0;40;50000
22;370548;8;11;4;2;1;1;0;0;30;50000
20;120572;6;10;4;2;1;2;0;0;12;50000
52;110977;10;16;4;2;1;1;0;0;40;40000
26;55860;6;10;4;2;2;2;0;0;40;50000
34;158800;1;13;2;1;1;1;0;0;50;40000
31;131568;5;5;4;2;1;1;0;0;40;50000
46;173613;2;9;1;5;1;2;0;0;30;50000
22;216867;9;4;2;1;1;1;0;0;40;50000
38;104089;8;11;4;4;1;1;0;0;40;50000
35;208106;2;9;2;1;1;1;0;0;40;50000
27;340269;6;10;4;2;1;1;0;0;40;50000
27;236246;7;12;2;1;1;1;0;0;40;50000
46;213408;6;10;1;5;1;2;0;0;40;50000
40;84232;2;9;4;2;1;2;0;0;4;50000
19;302945;6;10;4;4;1;1;0;0;10;50000
69;28197;2;9;2;1;1;1;0;0;60;40000
20;262749;6;10;4;4;1;1;0;0;35;50000
34;198265;1;13;2;1;1;1;0;0;60;50000
49;170871;4;14;2;1;1;1;0;0;45;40000
27;177761;6;10;2;1;5;1;0;0;50;50000
59;175689;6;10;2;3;1;2;0;0;14;40000
45;205100;1;13;2;1;1;1;15024;0;60;40000
21;77759;6;10;4;4;1;2;0;0;15;50000
51;77905;8;11;1;5;1;2;0;0;40;50000
64;193575;3;7;4;5;1;1;0;0;40;50000
41;116520;10;16;2;1;1;1;0;0;40;40000
18;85154;16;8;4;4;3;2;0;0;24;50000
49;180532;4;14;3;2;1;1;0;0;40;50000
51;508891;2;9;1;4;2;1;0;0;40;50000
20;211345;6;10;4;4;1;2;0;0;20;50000
69;170877;2;9;2;1;1;1;0;0;48;50000
18;97318;2;9;4;4;1;2;0;0;35;50000
43;184105;2;9;2;1;1;1;0;0;50;50000
50;150941;2;9;1;5;2;2;0;0;44;50000
32;303942;2;9;2;1;1;1;0;0;40;50000
27;273929;2;9;4;4;1;1;0;0;40;50000
38;197077;2;9;2;1;1;1;0;0;40;50000
62;162825;2;9;2;1;1;1;0;0;40;40000
46;159869;2;9;1;2;1;1;0;0;44;50000
19;158343;6;10;4;4;1;2;0;0;40;50000
17;406920;13;6;4;4;1;1;0;0;40;50000
21;227986;2;9;4;5;1;2;0;0;40;50000
36;137527;1;13;4;2;1;2;0;0;50;50000
36;180150;16;8;1;2;1;1;0;0;40;50000
23;239539;2;9;4;4;3;1;0;0;40;50000
58;281792;1;13;2;1;1;1;0;0;40;40000
40;224799;1;13;2;1;1;1;0;0;45;50000
64;292639;6;10;2;3;1;2;10566;0;35;50000
66;22313;3;7;2;1;1;1;0;0;20;50000
42;194636;2;9;2;1;1;1;0;0;40;50000
55;156089;6;10;6;5;1;2;0;0;40;50000
53;193720;6;10;2;1;1;1;0;1977;40;40000
25;218667;2;9;2;1;1;1;0;0;40;50000
39;358837;6;10;4;5;2;2;0;0;40;50000
20;174685;2;9;4;4;1;1;0;0;40;50000
32;168854;2;9;2;1;1;1;0;0;54;50000
28;133696;1;13;4;5;1;1;0;0;65;50000
23;350680;7;12;4;4;1;2;0;0;40;50000
18;115215;2;9;4;4;1;1;0;0;25;50000
43;152958;2;9;2;1;1;1;0;0;35;40000
29;217200;2;9;2;1;1;1;0;0;40;50000
32;235124;6;10;2;1;1;1;0;0;46;50000
31;144949;2;9;1;5;1;1;0;0;40;50000
60;135470;12;3;2;1;1;1;0;0;40;50000
42;281209;6;10;2;1;1;1;0;0;50;50000
46;155489;4;14;2;1;1;1;0;0;50;40000
38;290306;2;9;2;1;1;1;0;0;40;40000
18;182042;3;7;4;4;1;2;0;0;19;50000
31;210008;2;9;4;4;1;2;0;0;40;50000
54;234938;2;9;2;1;1;1;4064;0;55;50000
46;315423;6;10;2;1;1;1;0;2042;50;50000
27;30244;2;9;4;4;1;1;0;0;80;50000
50;30008;1;13;2;1;1;1;0;0;45;40000
38;201328;9;4;2;1;1;1;0;0;56;50000
36;96468;4;14;4;4;1;2;0;0;40;50000
25;486332;2;9;1;2;1;1;0;0;40;50000
19;46162;2;9;4;4;1;1;0;0;25;50000
60;98350;6;10;2;1;3;1;0;0;60;50000
45;175958;5;5;4;4;1;1;0;0;40;50000
21;119309;6;10;4;4;1;1;0;1602;16;50000
42;175935;2;9;1;2;1;1;0;1980;46;50000
38;204527;2;9;2;1;1;1;0;0;50;50000
22;57827;6;10;4;4;1;1;0;0;40;50000
19;418176;2;9;4;2;2;1;0;0;32;50000
23;262744;6;10;4;4;1;1;0;0;40;50000
24;177287;6;10;4;4;1;2;0;0;30;50000
30;255004;7;12;1;2;1;1;0;0;52;50000
62;183735;6;10;2;1;1;1;0;0;40;50000
26;318644;11;15;4;4;1;1;0;0;20;50000
42;132125;1;13;2;1;1;1;0;0;52;40000
33;206051;2;9;2;1;1;1;0;0;40;50000
54;99185;10;16;2;1;1;1;0;0;50;40000
35;225750;1;13;1;5;1;2;0;0;32;50000
33;245777;2;9;1;2;1;1;0;0;40;50000
45;169092;2;9;1;2;1;2;0;0;55;50000
62;211035;1;13;2;3;1;2;0;0;30;40000
24;285432;2;9;4;4;1;1;0;0;40;50000
50;154779;6;10;1;2;2;2;0;0;40;50000
54;37237;1;13;2;1;1;1;0;0;40;40000
58;417419;9;4;1;4;1;1;0;0;40;50000
39;33975;2;9;2;1;1;1;0;0;50;50000
32;42485;2;9;1;5;1;1;0;0;40;50000
27;170017;1;13;2;1;1;1;0;0;40;50000
27;152683;2;9;2;1;1;1;3908;0;35;50000
20;41721;6;10;4;4;1;1;0;0;60;50000
64;66634;9;4;2;1;1;1;0;0;40;50000
55;257216;4;14;6;2;1;2;0;0;40;50000
46;167882;2;9;1;2;1;2;0;0;43;50000
45;179428;6;10;2;1;1;1;0;0;55;50000
26;57512;2;9;4;2;1;1;0;0;40;50000
36;301614;2;9;2;1;1;1;0;0;40;50000
25;193820;1;13;4;2;1;2;0;1876;40;50000
58;222247;13;6;2;1;1;1;0;1887;40;40000
39;189092;1;13;2;1;1;1;0;0;45;50000
47;217509;2;9;6;2;3;2;0;0;45;50000
35;308691;4;14;2;1;1;1;0;0;48;50000
38;169672;2;9;2;1;1;1;0;0;40;50000
50;120914;3;7;2;1;1;1;0;0;40;50000
36;370156;2;9;1;5;1;2;0;0;38;50000
28;398220;12;3;4;6;1;1;0;0;40;50000
44;208277;2;9;2;3;1;2;0;0;45;50000
40;337456;2;9;1;5;1;2;0;0;40;50000
55;172666;6;10;2;1;1;1;0;0;40;40000
29;32280;2;9;4;2;1;1;0;0;45;50000
33;194901;2;9;2;1;1;1;0;0;45;50000
19;57329;6;10;4;4;1;2;0;0;30;50000
32;173730;1;13;2;1;1;1;7688;0;40;40000
45;153312;4;14;2;1;2;1;0;0;10;40000
23;274797;2;9;4;4;1;1;0;0;25;50000
31;359249;8;11;4;4;2;1;0;0;40;50000
22;152744;6;10;4;2;3;2;0;0;40;50000
59;188041;2;9;1;2;2;1;0;0;40;50000
32;97723;6;10;4;2;1;1;0;0;38;50000
49;354529;6;10;4;2;1;2;0;0;40;50000
22;249727;6;10;4;4;1;1;0;0;30;50000
26;189590;6;10;4;2;1;1;0;0;30;50000
23;298871;6;10;2;1;3;1;0;0;40;50000
55;205296;6;10;2;3;1;2;0;0;50;50000
47;303637;2;9;2;1;1;1;0;0;49;40000
44;242861;2;9;2;1;1;1;0;0;40;50000
27;37599;6;10;4;2;1;1;0;0;24;50000
40;199381;4;14;2;3;1;2;15024;0;37;40000
32;56328;1;13;2;3;1;2;0;0;8;40000
20;256211;6;10;4;6;3;1;0;0;40;50000
84;163685;2;9;6;2;1;2;0;0;33;50000
40;266084;6;10;1;6;1;1;0;0;50;50000
37;161111;1;13;4;2;1;2;0;0;40;50000
44;199031;6;10;1;4;1;1;0;1380;40;50000
47;166634;6;10;1;5;1;2;0;0;40;50000
62;204085;6;10;2;1;1;1;0;0;25;50000
19;369527;6;10;4;4;1;2;0;0;40;50000
47;464945;2;9;4;2;1;1;0;0;45;50000
44;174684;2;9;1;5;2;1;0;0;40;50000
26;166295;1;13;2;1;1;1;0;0;41;50000
36;220511;6;10;2;1;1;1;0;0;40;50000
52;246936;3;7;2;1;1;1;0;0;40;50000
33;104509;6;10;1;5;1;2;0;0;40;50000
48;266337;2;9;2;1;1;1;0;0;40;50000
33;252168;2;9;2;1;2;1;0;0;40;50000
25;92093;1;13;2;1;1;1;0;0;20;50000
62;88055;1;13;2;1;1;1;0;0;40;50000
38;129591;6;10;2;1;1;1;0;0;40;50000
46;142719;2;9;3;2;1;1;0;0;65;50000
18;264924;6;10;4;4;1;2;0;0;40;50000
46;128796;1;13;2;1;1;1;0;0;44;40000
38;115336;2;9;1;5;1;2;0;0;70;50000
52;190333;6;10;2;1;1;1;0;0;40;40000
63;179444;9;4;2;1;1;1;0;0;15;50000
49;218676;6;10;2;1;1;1;0;0;43;50000
17;148194;3;7;4;4;1;2;0;0;12;50000
33;184833;2;9;4;2;1;2;0;0;35;50000
70;280639;2;9;6;6;1;2;2329;0;20;50000
19;217769;6;10;4;4;1;2;0;0;15;50000
27;180553;2;9;2;3;1;2;0;0;40;40000
61;56009;6;10;2;1;1;1;0;0;40;50000
33;255334;1;13;2;1;1;1;0;0;25;40000
46;328216;1;13;2;1;1;1;0;1902;42;40000
29;349154;13;6;5;5;1;2;0;0;40;50000
40;24763;6;10;1;5;1;1;6849;0;40;50000
43;41834;2;9;2;1;1;1;0;0;38;40000
24;113466;2;9;4;2;1;1;0;0;40;50000
29;130856;6;10;2;1;1;1;0;0;60;50000
61;268797;2;9;2;3;2;2;0;0;17;50000
48;202117;3;7;1;2;1;2;0;0;34;50000
19;280146;6;10;4;4;1;1;0;0;20;50000
30;70377;6;10;4;2;1;2;0;0;40;50000
24;236696;6;10;4;2;1;1;0;0;30;50000
39;222572;4;14;4;5;1;2;0;0;43;50000
46;110702;6;10;1;5;1;2;2036;0;60;50000
40;96129;2;9;2;1;1;1;0;0;72;40000
27;200492;1;13;4;4;1;2;0;0;40;50000
25;193820;4;14;4;4;1;2;0;0;40;50000
31;454508;3;7;4;2;1;1;0;2001;40;50000
58;220789;1;13;1;2;1;1;0;0;45;50000
33;101345;2;9;2;3;1;2;0;0;42;40000
40;140559;2;9;6;5;1;2;0;0;25;50000
40;64885;4;14;2;1;1;1;0;0;70;40000
31;402361;2;9;2;1;1;1;0;0;40;50000
33;143582;2;9;5;5;3;2;0;0;48;50000
49;185385;7;12;2;1;1;1;0;0;45;50000
24;112706;8;11;4;4;1;1;0;0;40;50000
46;130364;2;9;4;5;1;1;0;0;40;50000
58;147428;4;14;2;1;1;1;0;0;40;40000
20;205895;6;10;4;4;1;2;0;0;20;50000
65;273569;2;9;6;5;1;1;0;0;40;50000
43;153160;6;10;2;3;1;2;0;0;40;50000
48;167918;4;14;2;1;3;1;0;0;50;50000
41;195661;6;10;2;1;1;1;0;0;54;50000
27;146243;6;10;5;2;1;2;0;0;30;50000
52;105428;6;10;2;1;1;1;0;0;12;50000
26;149943;2;9;4;6;3;1;0;0;60;50000
52;246197;2;9;2;1;1;1;0;0;40;50000
52;192563;6;10;1;2;1;2;0;0;38;50000
19;244115;2;9;4;4;2;1;0;0;30;50000
39;98587;6;10;1;4;1;2;0;0;45;50000
47;145886;6;10;1;5;1;2;0;0;40;50000
27;244315;2;9;1;6;5;1;0;0;40;50000
48;192779;6;10;1;2;1;1;0;0;40;50000
50;209464;2;9;5;5;1;2;0;0;35;50000
60;25141;6;10;2;1;1;1;0;0;60;50000
28;405793;7;12;2;1;1;1;0;0;45;40000
47;53498;2;9;1;5;2;2;0;0;40;50000
69;476653;1;13;2;1;1;1;0;0;20;50000
40;162312;2;9;2;1;3;1;0;0;66;50000
37;277022;2;9;4;5;1;2;3887;0;40;50000
41;109762;4;14;4;2;1;1;0;0;40;50000
38;123031;2;9;2;1;3;1;0;0;48;50000
46;119890;8;11;5;2;5;2;0;0;30;50000
21;409230;6;10;4;4;1;1;0;0;30;50000
44;223308;4;14;5;5;1;2;0;0;48;50000
38;129150;13;6;5;4;1;1;0;0;35;50000
47;119199;6;10;2;3;1;2;0;0;35;40000
42;46221;10;16;3;2;1;1;27828;0;60;40000
42;351161;6;10;1;2;1;1;0;0;40;50000
56;174533;1;13;4;2;1;2;0;0;45;40000
32;324386;1;13;4;4;1;1;0;0;40;50000
24;126568;1;13;2;1;1;1;0;0;33;50000
26;275703;6;10;2;1;1;1;0;0;40;50000
36;219611;1;13;4;2;2;2;2174;0;50;50000
49;200471;3;7;4;2;1;1;0;0;60;50000
65;155261;2;9;2;1;1;1;0;0;40;40000
73;74040;9;4;1;2;3;2;0;0;40;50000
34;226296;3;7;2;1;1;1;0;0;40;50000
22;211968;1;13;4;4;1;2;0;0;40;50000
49;126446;6;10;4;5;1;2;0;0;30;50000
25;262885;3;7;4;5;2;2;0;0;32;50000
39;188069;5;5;2;1;1;1;0;0;25;50000
19;113546;3;7;4;2;1;1;0;0;56;50000
24;227070;13;6;2;3;1;2;0;0;40;50000
34;136997;2;9;1;5;1;2;0;0;35;50000
35;119006;2;9;6;4;1;2;0;0;38;50000
21;212407;2;9;4;6;1;1;0;0;40;50000
43;197810;4;14;1;5;1;2;0;0;40;50000
35;35309;1;13;4;2;3;1;0;0;28;50000
39;141802;6;10;1;5;2;2;0;0;40;50000
48;184513;1;13;2;1;1;1;0;0;80;40000
33;124187;7;12;4;2;2;1;0;0;32;50000
19;201743;6;10;4;4;1;2;0;0;26;50000
17;156736;13;6;4;5;1;2;0;0;12;50000
43;47261;6;10;2;1;1;1;0;0;50;50000
62;150693;2;9;6;2;1;2;0;0;42;50000
53;233734;4;14;1;2;2;2;0;0;40;40000
45;35969;4;14;2;1;1;1;0;0;60;40000
47;159550;2;9;1;2;2;2;0;0;40;50000
30;190823;6;10;4;4;2;2;0;0;40;50000
53;213378;2;9;5;2;1;2;0;0;33;50000
24;257500;2;9;5;4;2;2;0;0;40;50000
41;488706;6;10;2;1;1;1;0;0;40;50000
58;239405;12;3;1;6;2;2;0;0;40;50000
27;105189;2;9;1;2;1;1;4865;0;50;50000
63;109735;2;9;1;2;1;2;0;0;38;50000
50;172942;6;10;1;4;1;1;0;0;28;50000
43;209899;4;14;4;2;2;2;8614;0;47;40000
29;87745;6;10;4;2;1;1;0;0;60;50000
41;187881;6;10;2;1;1;1;3942;0;40;50000
55;234125;2;9;2;1;1;1;0;0;40;50000
36;272944;2;9;4;2;1;1;0;0;45;50000
23;129232;2;9;4;4;1;1;0;0;40;50000
22;100345;1;13;4;2;1;1;13550;0;55;40000
58;195835;6;10;1;2;1;1;0;0;45;50000
25;251854;3;7;4;4;2;2;0;0;40;50000
40;103474;2;9;2;3;1;2;0;0;30;50000
38;22042;8;11;4;2;1;2;0;0;39;50000
37;343721;1;13;2;1;1;1;0;0;40;40000
19;232368;6;10;4;4;1;2;0;0;35;50000
55;174478;13;6;4;2;1;1;0;0;29;50000
55;282023;1;13;2;1;1;1;15024;0;50;40000
28;274690;1;13;4;2;1;1;0;0;45;50000
53;251675;2;9;2;1;1;1;0;0;40;50000
32;647882;2;9;2;1;1;1;0;0;40;50000
60;128367;6;10;1;5;1;1;3325;0;42;50000
32;37380;6;10;1;5;1;2;0;0;38;50000
34;173730;2;9;2;1;1;1;0;0;50;50000
49;353824;6;10;1;2;1;1;0;0;45;40000
21;225890;6;10;4;6;1;2;0;0;30;50000
24;147147;1;13;4;2;2;2;0;0;20;50000
53;233780;8;11;1;2;2;2;2202;0;40;50000
29;394927;8;11;2;1;1;1;0;0;40;50000
34;188682;1;13;3;2;1;2;0;0;40;50000
52;115209;11;15;3;5;3;2;0;0;40;50000
41;277192;12;3;2;3;1;2;0;0;40;50000
21;314182;2;9;4;2;1;2;0;0;40;50000
43;220776;4;14;2;1;1;1;0;0;35;40000
31;189269;2;9;4;4;1;1;0;0;40;50000
38;35429;2;9;2;1;1;1;0;2042;40;50000
42;154374;1;13;2;1;1;1;0;2415;60;40000
62;161460;1;13;4;2;1;1;0;0;30;50000
51;251487;9;4;6;2;4;2;0;0;40;50000
30;177531;2;9;4;5;2;2;0;0;25;50000
24;53942;1;13;2;1;1;1;0;0;40;50000
36;113481;2;9;1;2;1;1;0;0;40;50000
57;361324;13;6;2;1;1;1;0;0;40;50000
46;330087;1;13;2;1;1;1;0;0;55;40000
33;276221;10;16;2;1;1;1;0;0;40;50000
42;121055;6;10;4;2;1;1;0;0;45;50000
62;118696;2;9;2;1;1;1;0;0;40;50000
64;289741;6;10;2;1;1;1;0;0;20;50000
18;238401;6;10;4;4;1;2;0;0;25;50000
43;262038;12;3;3;5;1;1;0;0;35;50000
62;26911;9;4;6;2;1;2;0;0;66;50000
29;161155;7;12;2;1;1;1;0;0;50;50000
43;252519;1;13;2;1;2;1;0;0;40;40000
39;43712;2;9;2;1;1;1;7298;0;40;40000
69;167826;1;13;2;1;1;1;0;0;40;50000
34;188900;1;13;2;3;1;2;0;0;40;50000
44;120057;7;12;2;1;1;1;4386;0;45;40000
25;134113;1;13;4;2;1;1;0;0;30;50000
47;165822;6;10;1;5;1;1;0;0;40;50000
17;99161;13;6;4;4;1;1;0;0;8;50000
41;74581;1;13;1;5;1;1;0;0;65;50000
19;304643;6;10;4;4;1;1;0;0;20;50000
57;121821;14;2;2;1;5;1;0;0;40;50000
25;154863;2;9;4;5;2;1;0;0;35;50000
37;365430;6;10;2;1;1;1;0;0;40;40000
29;183111;8;11;2;1;1;1;0;0;40;50000
32;50178;6;10;4;4;1;1;0;0;35;50000
35;186845;11;15;2;1;1;1;0;0;45;40000
52;159908;16;8;4;2;1;1;0;0;40;50000
41;162189;2;9;4;4;1;2;1831;0;40;50000
29;128509;2;9;3;2;1;2;0;0;38;50000
23;143032;4;14;4;4;1;2;0;0;36;50000
31;382368;3;7;2;1;1;1;0;0;40;50000
40;210013;2;9;2;1;1;1;0;0;50;50000
19;293928;2;9;4;4;1;2;0;0;20;50000
21;208503;6;10;4;4;1;1;0;0;10;50000
37;191841;1;13;4;2;1;2;8614;0;40;40000
49;355978;11;15;2;1;1;1;99999;0;35;40000
64;202738;2;9;2;3;1;2;0;0;35;50000
37;144322;8;11;4;2;1;2;0;0;43;50000
70;155141;1;13;2;1;1;1;0;2377;12;40000
22;160120;13;6;4;4;3;1;0;0;30;50000
29;190450;2;9;2;1;3;1;0;0;40;50000
37;212900;2;9;2;1;1;1;0;0;40;50000
29;115677;1;13;4;2;1;1;0;0;40;50000
38;252250;3;7;1;2;1;1;0;0;65;50000
27;212041;2;9;4;2;1;1;0;0;50;50000
58;198145;1;13;2;1;1;1;0;0;35;40000
60;113658;6;10;2;3;1;2;0;0;35;50000
20;32426;6;10;4;2;1;1;0;0;25;50000
51;98791;6;10;2;1;1;1;0;0;40;40000
37;203828;5;5;2;1;1;1;0;0;65;50000
22;186634;16;8;4;2;1;1;0;0;50;40000
56;125147;13;6;2;1;1;1;0;0;60;50000
26;247455;1;13;2;3;1;2;5178;0;42;40000
19;97215;6;10;5;5;1;2;0;0;25;50000
37;330826;8;11;2;3;1;2;0;0;30;50000
27;200802;6;10;4;2;1;2;0;0;40;50000
27;156266;2;9;4;4;4;1;0;0;20;50000
52;72257;6;10;2;1;1;1;0;0;50;50000
45;363087;2;9;5;5;2;2;0;0;40;50000
28;25955;6;10;4;4;4;1;0;0;40;50000
20;334633;2;9;1;2;1;2;0;0;40;50000
28;109162;4;14;4;2;1;2;0;0;50;50000
44;569761;8;11;2;1;2;1;0;0;40;50000
30;209900;1;13;2;1;1;1;0;0;40;50000
26;272986;7;12;4;4;2;2;0;0;8;50000
55;52267;4;14;2;1;1;1;0;0;18;50000
46;82946;2;9;4;2;1;2;0;0;40;50000
51;104651;1;13;2;1;1;1;0;0;50;50000
25;58441;1;13;4;2;1;2;0;0;40;50000
43;269733;2;9;5;2;1;1;0;0;40;50000
19;128453;2;9;4;4;1;2;0;0;28;50000
36;179468;2;9;1;2;1;1;0;0;40;50000
36;183081;6;10;4;2;1;1;0;0;40;50000
48;102938;1;13;4;5;3;2;0;0;40;50000
30;157289;3;7;4;5;1;1;0;0;40;50000
24;359828;1;13;2;1;1;1;0;0;44;40000
30;155659;2;9;1;5;1;2;0;0;36;50000
24;585203;1;13;2;3;1;2;7688;0;45;40000
62;173601;1;13;2;1;1;1;0;0;40;50000
41;214541;2;9;1;2;1;1;0;1590;40;50000
49;163352;11;15;2;1;1;1;0;0;85;40000
36;153976;2;9;2;1;1;1;0;0;50;50000
47;247676;4;14;1;5;1;2;5455;0;45;50000
49;155372;4;14;1;2;1;2;0;0;40;50000
52;329733;6;10;4;2;1;1;0;0;40;50000
52;162576;7;12;2;1;1;1;0;0;40;40000
26;176520;2;9;4;2;1;1;0;0;53;50000
51;226885;2;9;4;2;1;1;0;0;40;50000
18;120781;13;6;4;4;1;1;0;0;20;50000
30;375827;2;9;4;6;1;1;0;0;40;50000
46;205504;2;9;1;2;1;1;0;0;20;50000
28;198813;2;9;4;4;2;2;0;0;40;50000
48;254291;1;13;2;1;1;1;7298;0;50;40000
62;159908;6;10;2;3;1;2;0;0;38;40000
49;40000;1;13;2;1;1;1;4064;0;44;50000
69;102874;2;9;6;2;1;2;0;0;24;50000
35;117381;1;13;4;2;1;1;8614;0;45;40000
78;180239;4;14;6;5;3;1;0;0;40;50000
61;539563;6;10;2;1;1;1;0;0;45;40000
24;261561;1;13;4;2;1;2;0;0;40;50000
29;81057;6;10;4;4;1;2;0;0;40;50000
36;160120;1;13;2;1;5;1;0;0;45;50000
17;41979;13;6;4;4;1;1;0;0;40;50000
27;275110;2;9;2;1;2;1;0;0;80;40000
64;265661;2;9;2;1;1;1;0;0;40;50000
33;193246;2;9;4;2;1;1;0;0;55;50000
32;236543;16;8;2;6;1;1;0;0;40;50000
19;29510;6;10;4;4;1;2;0;0;20;50000
42;105804;3;7;2;1;1;1;0;0;40;50000
24;194604;1;13;4;4;1;2;0;0;15;50000
23;1038553;2;9;4;2;2;1;0;0;45;50000
51;209320;11;15;4;2;1;1;3325;0;40;50000
31;193231;1;13;4;2;1;1;3325;0;60;50000
44;307468;11;15;2;1;1;1;0;0;29;40000
38;255941;4;14;4;2;1;2;10520;0;50;40000
44;107845;7;12;1;2;1;2;0;0;56;40000
44;567788;12;3;2;1;1;1;0;0;40;50000
38;91857;2;9;2;1;1;1;0;0;44;50000
36;732569;5;5;1;5;1;2;0;0;40;50000
29;86613;14;2;4;2;1;1;0;0;20;50000
46;35961;7;12;1;2;1;2;0;0;25;50000
47;114754;2;9;2;1;1;1;0;0;40;50000
30;235124;2;9;2;1;1;1;99999;0;40;40000
37;218490;2;9;2;1;1;1;7688;0;35;40000
27;329426;1;13;4;2;1;1;0;0;45;50000
43;181015;2;9;1;5;1;2;0;0;50;50000
44;264740;11;15;2;1;1;1;0;0;40;40000
31;381153;6;10;4;5;1;1;0;0;60;50000
34;189759;1;13;2;1;1;1;0;1977;45;40000
39;230467;1;13;4;4;1;1;0;1092;40;50000
36;218542;6;10;1;5;1;2;0;0;40;50000
57;298507;1;13;2;1;1;1;3103;0;40;40000
78;111189;9;4;4;2;1;2;0;0;35;50000
24;168997;6;10;2;1;1;1;0;0;40;50000
39;168894;6;10;4;2;1;2;0;0;40;50000
21;149809;7;12;4;4;1;1;0;0;40;50000
34;344073;2;9;5;2;1;1;0;0;40;40000
22;416165;6;10;4;5;1;2;0;0;32;50000
36;41490;6;10;1;5;1;2;0;0;40;50000
61;40269;6;10;2;1;1;1;0;0;40;40000
67;243256;5;5;2;1;1;1;0;0;15;50000
42;250536;6;10;5;5;2;2;0;0;21;50000
49;105586;8;11;2;1;3;1;0;0;40;40000
58;51499;8;11;2;1;1;1;0;0;40;50000
37;189878;6;10;2;1;1;1;0;0;60;50000
39;179481;2;9;4;2;1;1;4650;0;44;50000
25;299765;6;10;5;6;2;2;0;0;40;50000
45;155664;12;3;2;1;1;1;0;0;40;40000
30;54608;1;13;2;1;1;1;0;0;40;50000
